match_gp,match_pin,market,selection,gp_line,gp_price,pin_line,pin_price,pin_fair_prob,pin_fair_price,price_ev_pct,line_edge,gp_odd_id,abs_line_edge
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,spread,Oklahoma Sooners (+25.5),25.5,1.2858,13.5,2.0,,,,12.0,4395046157,12.0
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,spread,GEORGIE BULLDOGS (-25.5),-25.5,3.4,-13.5,1.854,,,,-12.0,4395046156,12.0
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,total,Plus de 68.5,68.5,3.7,56.5,1.9,0.5044340114762649,,,-12.0,4531852965,12.0
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,total,Moins de 68.5,68.5,1.25,56.5,1.934,0.49556598852373496,,,12.0,4531852966,12.0
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,total,Plus de 44.5,44.5,1.25,56.5,1.9,0.5044340114762649,,,12.0,4531852892,12.0
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,total,Moins de 44.5,44.5,3.7,56.5,1.934,0.49556598852373496,,,-12.0,4531852893,12.0
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,total,Moins de 43.5,43.5,3.75,55.5,1.934,0.49556598852373496,,,-12.0,4532040192,12.0
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,total,Plus de 67.5,67.5,3.4,55.5,1.9,0.5044340114762649,,,-12.0,4532040197,12.0
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,total,Moins de 67.5,67.5,1.2858,55.5,1.934,0.49556598852373496,,,12.0,4532040198,12.0
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,total,Plus de 43.5,43.5,1.2353,55.5,1.9,0.5044340114762649,,,12.0,4532040191,12.0
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,spread,Stanford Cardinal (-8.5),-8.5,4.3,3.5,1.884,,,,-12.0,4532015106,12.0
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,spread,Stanford Cardinal (+15.5),15.5,1.2,3.5,1.884,,,,12.0,4532015180,12.0
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,spread,Georgia Tech (+8.5),8.5,1.1905,-3.5,1.97,,,,12.0,4532015107,12.0
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,spread,Georgia Tech (-15.5),-15.5,4.2,-3.5,1.97,,,,-12.0,4532015181,12.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,total,Plus de 26.5,26.5,1.1819,38.5,1.909,0.5020865936358894,,,12.0,4515075630,12.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,total,Moins de 26.5,26.5,4.4,38.5,1.925,0.4979134063641105,,,-12.0,4515075638,12.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,total,Plus de 50.5,50.5,3.7,38.5,1.909,0.5020865936358894,,,-12.0,4515075669,12.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,total,Moins de 50.5,50.5,1.25,38.5,1.925,0.4979134063641105,,,12.0,4515075672,12.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,spread,Iowa Hawkeyes (+17.5),17.5,1.2,5.5,1.925,,,,12.0,4515074233,12.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,spread,Iowa Hawkeyes (-6.5),-6.5,4.3,5.5,1.925,,,,-12.0,4515074409,12.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,spread,Michigan Wolverines (-17.5),-17.5,4.2,-5.5,1.925,,,,-12.0,4515074232,12.0
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,spread,Michigan Wolverines (+6.5),6.5,1.1905,-5.5,1.925,,,,12.0,4515074408,12.0
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,spread,Utah Utes (+2.5),2.5,1.2223,-9.5,2.01,,,,12.0,4531833037,12.0
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,spread,Iowa State Cyclones (-2.5),-2.5,4.0,9.5,1.847,,,,-12.0,4531833036,12.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,total,Plus de 66.5,66.5,3.7,54.5,1.917,0.5,,,-12.0,4531878946,12.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,total,Moins de 66.5,66.5,1.25,54.5,1.917,0.5,,,12.0,4531878947,12.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,total,Plus de 42.5,42.5,1.2353,54.5,1.917,0.5,,,12.0,4531878954,12.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,total,Moins de 42.5,42.5,3.75,54.5,1.917,0.5,,,-12.0,4531878955,12.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,spread,South Alabama Jaguars (+32.5),32.5,1.2667,20.5,1.917,,,,12.0,4531879091,12.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,spread,South Alabama Jaguars (+8.5),8.5,3.25,20.5,1.917,,,,-12.0,4531878982,12.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,spread,Kentucky Wildcats (-32.5),-32.5,3.5,-20.5,1.934,,,,-12.0,4531879090,12.0
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,spread,Kentucky Wildcats (-8.5),-8.5,1.3031,-20.5,1.934,,,,12.0,4531878981,12.0
Louisville Cardinals vs. Wake Forest Demon Deacons,Louisville Cardinals vs Wake Forest Demon Deacons,spread,Louisville Cardinals (-24.5),-24.5,3.4,-12.5,1.917,,,,-12.0,4531844152,12.0
Louisville Cardinals vs. Wake Forest Demon Deacons,Louisville Cardinals vs Wake Forest Demon Deacons,spread,Wake Forest Demon Deacons (+24.5),24.5,1.2858,12.5,1.934,,,,12.0,4531844153,12.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,total,Plus de 36.5,36.5,1.2223,48.5,1.909,0.5020865936358894,,,12.0,4531854622,12.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,total,Moins de 36.5,36.5,4.0,48.5,1.925,0.4979134063641105,,,-12.0,4531854623,12.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,total,Plus de 60.5,60.5,3.4,48.5,1.909,0.5020865936358894,,,-12.0,4515074736,12.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,total,Moins de 60.5,60.5,1.2858,48.5,1.925,0.4979134063641105,,,12.0,4515074737,12.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,spread,Michigan State Spartans (-6.5),-6.5,4.5,5.5,1.943,,,,-12.0,4515075056,12.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,spread,Michigan State Spartans (+17.5),17.5,1.25,5.5,1.943,,,,12.0,4515075571,12.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,spread,Nebraska Cornhuskers (-17.5),-17.5,3.7,-5.5,1.909,,,,-12.0,4515075572,12.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,spread,Nebraska Cornhuskers (+6.5),6.5,1.1667,-5.5,1.909,,,,12.0,4515075057,12.0
Mississippi St Bulldogs vs. Missouri Tigers,Mississippi State Bulldogs vs Missouri Tigers,spread,Mississippi St Bulldogs (-18.5),-18.5,3.7,-6.5,1.952,,,,-12.0,4531712546,12.0
Mississippi St Bulldogs vs. Missouri Tigers,Mississippi State Bulldogs vs Missouri Tigers,spread,Mississippi St Bulldogs (+5.5),5.5,1.1819,-6.5,1.952,,,,12.0,4517723987,12.0
Mississippi St Bulldogs vs. Missouri Tigers,Mississippi State Bulldogs vs Missouri Tigers,spread,Missouri Tigers (+18.5),18.5,1.25,6.5,1.9,,,,12.0,4531712547,12.0
Mississippi St Bulldogs vs. Missouri Tigers,Mississippi State Bulldogs vs Missouri Tigers,spread,Missouri Tigers (-5.5),-5.5,4.4,6.5,1.9,,,,-12.0,4517723988,12.0
UAB Blazers vs. Navy Midshipmen,UAB Blazers vs Navy Midshipmen,total,Plus de 63.5,63.5,3.5,51.5,1.943,0.49229161222889994,,,-12.0,4531983016,12.0
UAB Blazers vs. Navy Midshipmen,UAB Blazers vs Navy Midshipmen,total,Moins de 63.5,63.5,1.2667,51.5,1.884,0.5077083877711001,,,12.0,4531983017,12.0
UAB Blazers vs. Navy Midshipmen,UAB Blazers vs Navy Midshipmen,total,Plus de 39.5,39.5,1.2353,51.5,1.943,0.49229161222889994,,,12.0,4531982972,12.0
UAB Blazers vs. Navy Midshipmen,UAB Blazers vs Navy Midshipmen,total,Moins de 39.5,39.5,3.75,51.5,1.884,0.5077083877711001,,,-12.0,4531982973,12.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,total,Plus de 60.5,60.5,3.5,48.5,1.934,0.49556598852373496,,,-12.0,4531880689,12.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,total,Plus de 36.5,36.5,1.2223,48.5,1.934,0.49556598852373496,,,12.0,4532212978,12.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,total,Moins de 36.5,36.5,4.0,48.5,1.9,0.5044340114762649,,,-12.0,4532212979,12.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,total,Moins de 60.5,60.5,1.2667,48.5,1.9,0.5044340114762649,,,12.0,4531880690,12.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,spread,New Mexico St Aggies (+22.5),22.5,1.3125,10.5,1.97,,,,12.0,4531880771,12.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,spread,New Mexico St Aggies (-1.5),-1.5,4.5,10.5,1.97,,,,-12.0,4535420518,12.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,spread,NOUVEAU MEXIQUE (-22.5),-22.5,3.2,-10.5,1.884,,,,-12.0,4531880772,12.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,spread,NOUVEAU MEXIQUE (+1.5),1.5,1.1667,-10.5,1.884,,,,12.0,4535420519,12.0
Purdue Boilermakers vs. Notre Dame Fighting Irish,Purdue Boilermakers vs Notre Dame Fighting Irish,total,Plus de 69.5,69.5,3.7,57.5,1.869,0.5131544673091952,,,-12.0,4531871892,12.0
Purdue Boilermakers vs. Notre Dame Fighting Irish,Purdue Boilermakers vs Notre Dame Fighting Irish,total,Moins de 69.5,69.5,1.25,57.5,1.97,0.4868455326908049,,,12.0,4531871893,12.0
Purdue Boilermakers vs. Notre Dame Fighting Irish,Purdue Boilermakers vs Notre Dame Fighting Irish,total,Plus de 45.5,45.5,1.25,57.5,1.869,0.5131544673091952,,,12.0,4531871948,12.0
Purdue Boilermakers vs. Notre Dame Fighting Irish,Purdue Boilermakers vs Notre Dame Fighting Irish,total,Moins de 45.5,45.5,3.7,57.5,1.97,0.4868455326908049,,,-12.0,4531871949,12.0
UTEP Miners vs. Oregon State Beavers,UTEP Miners vs Oregon State Beavers,spread,UTEP Miners (+22.5),22.5,1.3031,10.5,1.925,,,,12.0,4531954740,12.0
UTEP Miners vs. Oregon State Beavers,UTEP Miners vs Oregon State Beavers,spread,UTEP Miners (-1.5),-1.5,4.4,10.5,1.925,,,,-12.0,4531954877,12.0
UTEP Miners vs. Oregon State Beavers,UTEP Miners vs Oregon State Beavers,spread,Oregon State Beavers (-22.5),-22.5,3.25,-10.5,1.925,,,,-12.0,4531954741,12.0
UTEP Miners vs. Oregon State Beavers,UTEP Miners vs Oregon State Beavers,spread,Oregon State Beavers (+1.5),1.5,1.1819,-10.5,1.925,,,,12.0,4531954878,12.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,total,Plus de 60.5,60.5,3.5,48.5,1.884,0.5088633993743483,,,-12.0,4532248746,12.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,total,Moins de 60.5,60.5,1.2667,48.5,1.952,0.4911366006256517,,,12.0,4532248747,12.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,spread,UMass Minutemen (-16.5),-16.5,3.7,-4.5,1.943,,,,-12.0,4532248723,12.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,spread,Sacramento State Hornets (+16.5),16.5,1.25,4.5,1.909,,,,12.0,4532248722,12.0
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,total,Plus de 40.5,40.5,1.25,52.5,1.97,0.4868455326908049,,,12.0,4532219492,12.0
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,total,Moins de 40.5,40.5,3.7,52.5,1.869,0.5131544673091952,,,-12.0,4532219493,12.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,total,Plus de 40.5,40.5,1.2353,52.5,1.9,0.5032679738562091,,,12.0,4532025098,12.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,total,Moins de 40.5,40.5,3.75,52.5,1.925,0.4967320261437908,,,-12.0,4532025099,12.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,total,Plus de 64.5,64.5,3.5,52.5,1.9,0.5032679738562091,,,-12.0,4532025034,12.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,total,Moins de 64.5,64.5,1.2667,52.5,1.925,0.4967320261437908,,,12.0,4532025035,12.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,spread,Tulane Green Wave (-6.5),-6.5,1.2353,-18.5,1.934,,,,12.0,4532025604,12.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,spread,Tulane Green Wave (-30.5),-30.5,3.4,-18.5,1.934,,,,-12.0,4532025596,12.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,spread,Southern Miss Golden Eagles (+6.5),6.5,3.75,18.5,1.917,,,,-12.0,4532025605,12.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,spread,Southern Miss Golden Eagles (+30.5),30.5,1.2858,18.5,1.917,,,,12.0,4532025597,12.0
UCF Knights vs. TCU Horned Frogs,UCF Knights vs TCU Horned Frogs,total,Plus de 36.5,36.5,1.2223,48.5,1.9,0.5044340114762649,,,12.0,4534228528,12.0
UCF Knights vs. TCU Horned Frogs,UCF Knights vs TCU Horned Frogs,total,Moins de 36.5,36.5,4.0,48.5,1.934,0.49556598852373496,,,-12.0,4534228529,12.0
UCF Knights vs. TCU Horned Frogs,UCF Knights vs TCU Horned Frogs,total,Plus de 60.5,60.5,3.5,48.5,1.9,0.5044340114762649,,,-12.0,4532062033,12.0
UCF Knights vs. TCU Horned Frogs,UCF Knights vs TCU Horned Frogs,total,Moins de 60.5,60.5,1.2667,48.5,1.934,0.49556598852373496,,,12.0,4532062034,12.0
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,total,Plus de 38.5,38.5,1.2667,50.0,1.952,0.4911366006256517,,,11.5,4531862704,11.5
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,total,Moins de 38.5,38.5,3.5,50.0,1.884,0.5088633993743483,,,-11.5,4531862705,11.5
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,total,Plus de 61.5,61.5,3.5,50.0,1.952,0.4911366006256517,,,-11.5,4531862728,11.5
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,total,Moins de 61.5,61.5,1.2667,50.0,1.884,0.5088633993743483,,,11.5,4531862729,11.5
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,total,Plus de 65.5,65.5,3.5,54.0,1.943,0.4933507170795306,,,-11.5,4531404419,11.5
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,total,Moins de 65.5,65.5,1.2667,54.0,1.892,0.5066492829204693,,,11.5,4531404420,11.5
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,total,Plus de 42.5,42.5,1.2667,54.0,1.943,0.4933507170795306,,,11.5,4515068706,11.5
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,total,Moins de 42.5,42.5,3.5,54.0,1.892,0.5066492829204693,,,-11.5,4515068707,11.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,total,Plus de 43.5,43.5,1.2353,55.0,1.9,0.5044340114762649,,,11.5,4532010397,11.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,total,Moins de 43.5,43.5,3.75,55.0,1.934,0.49556598852373496,,,-11.5,4532010398,11.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,total,Plus de 66.5,66.5,3.4,55.0,1.9,0.5044340114762649,,,-11.5,4532010536,11.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,total,Moins de 66.5,66.5,1.2858,55.0,1.934,0.49556598852373496,,,11.5,4532010537,11.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,spread,Appalachian State Mountaineers (+25.5),25.5,1.3125,14.0,1.97,,,,11.5,4532010756,11.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,spread,Appalachian State Mountaineers (+2.5),2.5,4.3,14.0,1.97,,,,-11.5,4532010649,11.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,spread,North Carolina State Wolfpack (-25.5),-25.5,3.2,-14.0,1.884,,,,-11.5,4532010755,11.5
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,spread,North Carolina State Wolfpack (-2.5),-2.5,1.1905,-14.0,1.884,,,,11.5,4532010648,11.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,total,Plus de 37.5,37.5,1.2667,49.0,1.952,0.4911366006256517,,,11.5,4535463771,11.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,total,Moins de 37.5,37.5,3.5,49.0,1.884,0.5088633993743483,,,-11.5,4535463772,11.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,spread,Arizona Wildcats (-21.5),-21.5,3.4,-10.0,1.917,,,,-11.5,4533853825,11.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,spread,Wash State Cougars (+21.5),21.5,1.2858,10.0,1.934,,,,11.5,4533853824,11.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,total,Plus de 39.5,39.5,1.2667,51.0,1.99,0.4813656502475892,,,11.5,4533559876,11.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,total,Moins de 39.5,39.5,3.5,51.0,1.847,0.5186343497524107,,,-11.5,4533559877,11.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,total,Plus de 62.5,62.5,3.5,51.0,1.99,0.4813656502475892,,,-11.5,4533559910,11.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,total,Moins de 62.5,62.5,1.2667,51.0,1.847,0.5186343497524107,,,11.5,4533559911,11.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,spread,Arkansas Razorbacks (-18.5),-18.5,3.4,-7.0,1.925,,,,-11.5,4533560267,11.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,spread,Arkansas Razorbacks (+4.5),4.5,1.1539,-7.0,1.925,,,,11.5,4533586517,11.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,spread,Tulsa Golden Hurricane (+18.5),18.5,1.2858,7.0,1.925,,,,11.5,4533560268,11.5
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,spread,Tulsa Golden Hurricane (-4.5),-4.5,4.75,7.0,1.925,,,,-11.5,4533586518,11.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Plus de 36.5,36.5,1.2353,48.0,1.934,0.49556598852373496,,,11.5,4532416656,11.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Plus de 59.5,59.5,3.4,48.0,1.934,0.49556598852373496,,,-11.5,4531976465,11.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Moins de 36.5,36.5,3.75,48.0,1.9,0.5044340114762649,,,-11.5,4532416657,11.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,total,Moins de 59.5,59.5,1.2858,48.0,1.9,0.5044340114762649,,,11.5,4531976466,11.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,spread,Army Black Knights (-14.5),-14.5,4.2,-3.0,1.925,,,,-11.5,4531976364,11.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,spread,Army Black Knights (+8.5),8.5,1.2,-3.0,1.925,,,,11.5,4531976400,11.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,spread,Temple Owls (+14.5),14.5,1.2,3.0,1.925,,,,11.5,4531976363,11.5
Temple Owls vs. Army Black Knights,Temple Owls vs Army Black Knights,spread,Temple Owls (-8.5),-8.5,4.2,3.0,1.925,,,,-11.5,4531976399,11.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Plus de 43.5,43.5,1.25,55.0,1.9,0.5044340114762649,,,11.5,4515069079,11.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Moins de 43.5,43.5,3.7,55.0,1.934,0.49556598852373496,,,-11.5,4515069080,11.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Plus de 66.5,66.5,3.4,55.0,1.9,0.5044340114762649,,,-11.5,4515069093,11.5
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,total,Moins de 66.5,66.5,1.2858,55.0,1.934,0.49556598852373496,,,11.5,4515069094,11.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,total,Plus de 39.5,39.5,1.2667,51.0,1.892,0.5066492829204693,,,11.5,4534909371,11.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,total,Moins de 39.5,39.5,3.5,51.0,1.943,0.4933507170795306,,,-11.5,4534909372,11.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,spread,Ball State Cardinals (+14.5),14.5,1.2,3.0,2.01,,,,11.5,4532229262,11.5
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,spread,Kent St Golden Flashes (-14.5),-14.5,4.2,-3.0,1.847,,,,-11.5,4532229261,11.5
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,spread,Colorado Buffaloes (-1.5),-1.5,4.0,10.0,1.917,,,,-11.5,4532005287,11.5
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,spread,Colorado Buffaloes (+21.5),21.5,1.3031,10.0,1.917,,,,11.5,4532005303,11.5
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,spread,Baylor Bears (+1.5),1.5,1.2223,-10.0,1.934,,,,11.5,4532005286,11.5
